model_name|prompt|response|muid|mu_val|D|D_num|D_denom|A_num|LogA
google/gemma-3-1b-it|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment.NEWLINENEWLINEHowever, she quickly realized that she was lost. The dense forest was confusing, and|16| tent|-11.678947448730469|-84.5465087890625|-72.86756134033203|-9.983301162719727|1.6956462860107422
google/gemma-3-1b-it|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment.NEWLINENEWLINEHowever, she quickly realized that she was lost. The dense forest was confusing, and|17|,|-10.022544860839844|-82.79088592529297|-72.76834106445312|-9.983301162719727|0.03924369812011719
google/gemma-3-1b-it|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment.NEWLINENEWLINEHowever, she quickly realized that she was lost. The dense forest was confusing, and|18| hiking|-10.109619140625|-82.92648315429688|-72.81686401367188|-9.983301162719727|0.12631797790527344
google/gemma-3-1b-it|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment.NEWLINENEWLINEHowever, she quickly realized that she was lost. The dense forest was confusing, and|19| boots|-9.975852966308594|-78.10067749023438|-68.12482452392578|-9.983301162719727|-0.0074481964111328125
google/gemma-3-1b-it|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment.NEWLINENEWLINEHowever, she quickly realized that she was lost. The dense forest was confusing, and|20|,|-9.98822021484375|-78.05332946777344|-68.06510925292969|-9.983301162719727|0.0049190521240234375
google/gemma-3-1b-it|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment.NEWLINENEWLINEHowever, she quickly realized that she was lost. The dense forest was confusing, and|21| a|-10.0169677734375|-78.03221893310547|-68.01525115966797|-9.983301162719727|0.03366661071777344
google/gemma-3-1b-it|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment.NEWLINENEWLINEHowever, she quickly realized that she was lost. The dense forest was confusing, and|22| warm|-9.981407165527344|-74.3161849975586|-64.33477783203125|-9.983301162719727|-0.0018939971923828125
google/gemma-3-1b-it|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment.NEWLINENEWLINEHowever, she quickly realized that she was lost. The dense forest was confusing, and|23| jacket|-10.074302673339844|-68.5739517211914|-58.49964904785156|-9.983301162719727|0.09100151062011719
google/gemma-3-1b-it|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment.NEWLINENEWLINEHowever, she quickly realized that she was lost. The dense forest was confusing, and|24|,|-9.989982604980469|-68.60244750976562|-58.612464904785156|-9.983301162719727|0.0066814422607421875
google/gemma-3-1b-it|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment.NEWLINENEWLINEHowever, she quickly realized that she was lost. The dense forest was confusing, and|25| and|-10.08053970336914|-68.53221893310547|-58.45167922973633|-9.983301162719727|0.09723854064941406
google/gemma-3-1b-it|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment.NEWLINENEWLINEHowever, she quickly realized that she was lost. The dense forest was confusing, and|26| food|-10.32333755493164|-64.75601196289062|-54.432674407958984|-9.983301162719727|0.34003639221191406
google/gemma-3-1b-it|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment.NEWLINENEWLINEHowever, she quickly realized that she was lost. The dense forest was confusing, and|27| for|-9.981544494628906|-59.90776824951172|-49.92622375488281|-9.983301162719727|-0.0017566680908203125
google/gemma-3-1b-it|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment.NEWLINENEWLINEHowever, she quickly realized that she was lost. The dense forest was confusing, and|28| the|-9.97811508178711|-56.17030715942383|-46.19219207763672|-9.983301162719727|-0.0051860809326171875
google/gemma-3-1b-it|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment.NEWLINENEWLINEHowever, she quickly realized that she was lost. The dense forest was confusing, and|29| journey|-9.918479919433594|-52.856998443603516|-42.93851852416992|-9.983301162719727|-0.06482124328613281
google/gemma-3-1b-it|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment.NEWLINENEWLINEHowever, she quickly realized that she was lost. The dense forest was confusing, and|30|.|-9.980995178222656|-50.64122009277344|-40.66022491455078|-9.983301162719727|-0.0023059844970703125
google/gemma-3-1b-it|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment.NEWLINENEWLINEHowever, she quickly realized that she was lost. The dense forest was confusing, and|31| When|-9.919677734375|-48.75238037109375|-38.83270263671875|-9.983301162719727|-0.06362342834472656
google/gemma-3-1b-it|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment.NEWLINENEWLINEHowever, she quickly realized that she was lost. The dense forest was confusing, and|32| she|-9.99041748046875|-43.390159606933594|-33.399742126464844|-9.983301162719727|0.0071163177490234375
google/gemma-3-1b-it|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment.NEWLINENEWLINEHowever, she quickly realized that she was lost. The dense forest was confusing, and|33| reached|-9.981170654296875|-43.3927116394043|-33.41154098510742|-9.983301162719727|-0.0021305084228515625
google/gemma-3-1b-it|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment.NEWLINENEWLINEHowever, she quickly realized that she was lost. The dense forest was confusing, and|34| the|-9.98080825805664|-42.06417465209961|-32.08336639404297|-9.983301162719727|-0.0024929046630859375
google/gemma-3-1b-it|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment.NEWLINENEWLINEHowever, she quickly realized that she was lost. The dense forest was confusing, and|35| mountain|-9.982170104980469|-42.049110412597656|-32.06694030761719|-9.983301162719727|-0.0011310577392578125
google/gemma-3-1b-it|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment.NEWLINENEWLINEHowever, she quickly realized that she was lost. The dense forest was confusing, and|36| top|-10.125858306884766|-37.1376953125|-27.011837005615234|-9.983301162719727|0.14255714416503906
google/gemma-3-1b-it|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment.NEWLINENEWLINEHowever, she quickly realized that she was lost. The dense forest was confusing, and|37|,|-9.981016159057617|-36.06402587890625|-26.083009719848633|-9.983301162719727|-0.002285003662109375
google/gemma-3-1b-it|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment.NEWLINENEWLINEHowever, she quickly realized that she was lost. The dense forest was confusing, and|38| the|-9.981170654296875|-36.04982376098633|-26.068653106689453|-9.983301162719727|-0.0021305084228515625
google/gemma-3-1b-it|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment.NEWLINENEWLINEHowever, she quickly realized that she was lost. The dense forest was confusing, and|39| view|-10.053997039794922|-32.838592529296875|-22.784595489501953|-9.983301162719727|0.07069587707519531
google/gemma-3-1b-it|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment.NEWLINENEWLINEHowever, she quickly realized that she was lost. The dense forest was confusing, and|40| was|-9.981254577636719|-32.039588928222656|-22.058334350585938|-9.983301162719727|-0.0020465850830078125
google/gemma-3-1b-it|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment.NEWLINENEWLINEHowever, she quickly realized that she was lost. The dense forest was confusing, and|41| breathtaking|-9.983993530273438|-31.76183319091797|-21.77783966064453|-9.983301162719727|0.0006923675537109375
google/gemma-3-1b-it|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment.NEWLINENEWLINEHowever, she quickly realized that she was lost. The dense forest was confusing, and|42|,|-9.984758377075195|-31.83474349975586|-21.849985122680664|-9.983301162719727|0.00145721435546875
google/gemma-3-1b-it|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment.NEWLINENEWLINEHowever, she quickly realized that she was lost. The dense forest was confusing, and|43| and|-10.297414779663086|-28.89980697631836|-18.602392196655273|-9.983301162719727|0.3141136169433594
google/gemma-3-1b-it|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment.NEWLINENEWLINEHowever, she quickly realized that she was lost. The dense forest was confusing, and|44| Chang|-9.677452087402344|-11.021509170532227|-1.3440566062927246|-9.983301162719727|-0.3058490753173828
google/gemma-3-1b-it|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment.NEWLINENEWLINEHowever, she quickly realized that she was lost. The dense forest was confusing, and|45| felt|-9.981010437011719|-10.982601165771484|-1.0015910863876343|-9.983301162719727|-0.0022907257080078125
google/gemma-3-1b-it|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment.NEWLINENEWLINEHowever, she quickly realized that she was lost. The dense forest was confusing, and|46| a|-9.981125831604004|-10.789362907409668|-0.8082370162010193|-9.983301162719727|-0.0021753311157226562
google/gemma-3-1b-it|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment.NEWLINENEWLINEHowever, she quickly realized that she was lost. The dense forest was confusing, and|47| sense|-10.290618896484375|-10.488626480102539|-0.19800755381584167|-9.983301162719727|0.30731773376464844
google/gemma-3-1b-it|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment.NEWLINENEWLINEHowever, she quickly realized that she was lost. The dense forest was confusing, and|48| of|-9.980881690979004|-9.980881690979004|-2.4880864657461643e-07|-9.983301162719727|-0.0024194717407226562
