model_name|prompt|response|muid|mu_val|D|D_num|D_denom|A_num|LogA
openai-community/gpt2|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| be good.NEWLINENEWLINEThe surfers were not happy with the weather. They were worried about the|27| days|-28.93067169189453|-77.41006469726562|-48.479393005371094|-28.708240509033203|0.22243118286132812
openai-community/gpt2|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| be good.NEWLINENEWLINEThe surfers were not happy with the weather. They were worried about the|28| the|-28.754119873046875|-77.79214477539062|-49.03802490234375|-28.708240509033203|0.045879364013671875
openai-community/gpt2|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| be good.NEWLINENEWLINEThe surfers were not happy with the weather. They were worried about the|29| weather|-29.020244598388672|-71.97411346435547|-42.9538688659668|-28.708240509033203|0.31200408935546875
openai-community/gpt2|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| be good.NEWLINENEWLINEThe surfers were not happy with the weather. They were worried about the|30| had|-28.696468353271484|-70.84700012207031|-42.15053176879883|-28.708240509033203|-0.01177215576171875
openai-community/gpt2|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| be good.NEWLINENEWLINEThe surfers were not happy with the weather. They were worried about the|31| been|-28.704174041748047|-69.507568359375|-40.80339431762695|-28.708240509033203|-0.00406646728515625
openai-community/gpt2|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| be good.NEWLINENEWLINEThe surfers were not happy with the weather. They were worried about the|32| calm|-28.454498291015625|-64.49960327148438|-36.04510498046875|-28.708240509033203|-0.2537422180175781
openai-community/gpt2|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| be good.NEWLINENEWLINEThe surfers were not happy with the weather. They were worried about the|33|.|-28.680522918701172|-63.89167404174805|-35.211151123046875|-28.708240509033203|-0.02771759033203125
openai-community/gpt2|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| be good.NEWLINENEWLINEThe surfers were not happy with the weather. They were worried about the|34| He|-28.682933807373047|-63.334964752197266|-34.65203094482422|-28.708240509033203|-0.02530670166015625
openai-community/gpt2|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| be good.NEWLINENEWLINEThe surfers were not happy with the weather. They were worried about the|35| quickly|-28.744239807128906|-60.84918212890625|-32.104942321777344|-28.708240509033203|0.035999298095703125
openai-community/gpt2|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| be good.NEWLINENEWLINEThe surfers were not happy with the weather. They were worried about the|36| grabbed|-28.628498077392578|-54.27545166015625|-25.646953582763672|-28.708240509033203|-0.079742431640625
openai-community/gpt2|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| be good.NEWLINENEWLINEThe surfers were not happy with the weather. They were worried about the|37| his|-28.6751651763916|-52.338382720947266|-23.663217544555664|-28.708240509033203|-0.03307533264160156
openai-community/gpt2|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| be good.NEWLINENEWLINEThe surfers were not happy with the weather. They were worried about the|38| equipment|-28.939069747924805|-46.3961181640625|-17.457048416137695|-28.708240509033203|0.23082923889160156
openai-community/gpt2|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| be good.NEWLINENEWLINEThe surfers were not happy with the weather. They were worried about the|39| and|-28.680484771728516|-44.928466796875|-16.247982025146484|-28.708240509033203|-0.0277557373046875
openai-community/gpt2|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| be good.NEWLINENEWLINEThe surfers were not happy with the weather. They were worried about the|40| headed|-28.71929168701172|-44.475276947021484|-15.755986213684082|-28.708240509033203|0.011051177978515625
openai-community/gpt2|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| be good.NEWLINENEWLINEThe surfers were not happy with the weather. They were worried about the|41| to|-28.805889129638672|-42.68806457519531|-13.88217544555664|-28.708240509033203|0.09764862060546875
openai-community/gpt2|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| be good.NEWLINENEWLINEThe surfers were not happy with the weather. They were worried about the|42| the|-28.68789291381836|-41.69014358520508|-13.002251625061035|-28.708240509033203|-0.02034759521484375
openai-community/gpt2|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| be good.NEWLINENEWLINEThe surfers were not happy with the weather. They were worried about the|43| beach|-28.892030715942383|-40.751068115234375|-11.859037399291992|-28.708240509033203|0.1837902069091797
openai-community/gpt2|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| be good.NEWLINENEWLINEThe surfers were not happy with the weather. They were worried about the|44|,|-28.681726455688477|-39.91327667236328|-11.231550216674805|-28.708240509033203|-0.026514053344726562
openai-community/gpt2|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| be good.NEWLINENEWLINEThe surfers were not happy with the weather. They were worried about the|45| hoping|-28.83080291748047|-37.58191680908203|-8.751113891601562|-28.708240509033203|0.12256240844726562
openai-community/gpt2|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| be good.NEWLINENEWLINEThe surfers were not happy with the weather. They were worried about the|46| the|-28.74346351623535|-34.91602325439453|-6.17255973815918|-28.708240509033203|0.03522300720214844
openai-community/gpt2|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| be good.NEWLINENEWLINEThe surfers were not happy with the weather. They were worried about the|47| weather|-30.608509063720703|-31.399173736572266|-0.7906653881072998|-28.708240509033203|1.9002685546875
openai-community/gpt2|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| be good.NEWLINENEWLINEThe surfers were not happy with the weather. They were worried about the|48| would|-29.334959030151367|-29.3349609375|-1.0728836059570312e-06|-28.708240509033203|0.6267185211181641
