model_name|prompt|response|muid|mu_val|D|D_num|D_denom|A_num|LogA|time
openai-community/gpt2|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely.NEWLINENEWLINENEWLINE"You know, this is my apartment. It's my room. I|18| but|-36.92860412597656|-121.97250366210938|-85.04389953613281|-33.58308029174805|3.3455238342285156|20.795283317565918
openai-community/gpt2|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely.NEWLINENEWLINENEWLINE"You know, this is my apartment. It's my room. I|19| he|-36.91191101074219|-120.93187713623047|-84.01996612548828|-33.58308029174805|3.3288307189941406|21.031635761260986
openai-community/gpt2|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely.NEWLINENEWLINENEWLINE"You know, this is my apartment. It's my room. I|20| believed|-36.92083740234375|-115.41316223144531|-78.49232482910156|-33.58308029174805|3.337757110595703|20.81847596168518
openai-community/gpt2|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely.NEWLINENEWLINENEWLINE"You know, this is my apartment. It's my room. I|21| the|-36.96929931640625|-112.00333404541016|-75.0340347290039|-33.58308029174805|3.386219024658203|20.687915802001953
openai-community/gpt2|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely.NEWLINENEWLINENEWLINE"You know, this is my apartment. It's my room. I|22| clues|-36.97144317626953|-108.84449768066406|-71.87305450439453|-33.58308029174805|3.3883628845214844|20.719685554504395
openai-community/gpt2|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely.NEWLINENEWLINENEWLINE"You know, this is my apartment. It's my room. I|23| would|-36.914085388183594|-104.84497833251953|-67.93089294433594|-33.58308029174805|3.331005096435547|20.7327823638916
openai-community/gpt2|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely.NEWLINENEWLINENEWLINE"You know, this is my apartment. It's my room. I|24| lead|-36.911460876464844|-102.48577117919922|-65.57431030273438|-33.58308029174805|3.328380584716797|20.709638357162476
openai-community/gpt2|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely.NEWLINENEWLINENEWLINE"You know, this is my apartment. It's my room. I|25| him|-36.914493560791016|-100.09239196777344|-63.17789840698242|-33.58308029174805|3.3314132690429688|20.79648518562317
openai-community/gpt2|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely.NEWLINENEWLINENEWLINE"You know, this is my apartment. It's my room. I|26| to|-36.90762710571289|-99.39679718017578|-62.48917007446289|-33.58308029174805|3.3245468139648438|20.81570339202881
openai-community/gpt2|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely.NEWLINENEWLINENEWLINE"You know, this is my apartment. It's my room. I|27| the|-36.907684326171875|-99.11922454833984|-62.21154022216797|-33.58308029174805|3.324604034423828|20.933236837387085
openai-community/gpt2|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely.NEWLINENEWLINENEWLINE"You know, this is my apartment. It's my room. I|28| truth|-36.91571807861328|-96.20126342773438|-59.285545349121094|-33.58308029174805|3.3326377868652344|20.731889724731445
openai-community/gpt2|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely.NEWLINENEWLINENEWLINE"You know, this is my apartment. It's my room. I|29|.|-36.907283782958984|-95.0453872680664|-58.13810348510742|-33.58308029174805|3.3242034912109375|20.679466247558594
openai-community/gpt2|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely.NEWLINENEWLINENEWLINE"You know, this is my apartment. It's my room. I|30| He|-36.92596435546875|-94.71537780761719|-57.78941345214844|-33.58308029174805|3.342884063720703|20.703725814819336
openai-community/gpt2|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely.NEWLINENEWLINENEWLINE"You know, this is my apartment. It's my room. I|31| looked|-36.96232223510742|-92.20820617675781|-55.24588394165039|-33.58308029174805|3.379241943359375|20.746586561203003
openai-community/gpt2|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely.NEWLINENEWLINENEWLINE"You know, this is my apartment. It's my room. I|32| at|-36.90652084350586|-88.87894439697266|-51.9724235534668|-33.58308029174805|3.3234405517578125|20.649298429489136
openai-community/gpt2|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely.NEWLINENEWLINENEWLINE"You know, this is my apartment. It's my room. I|33| the|-36.893592834472656|-87.40496063232422|-50.51136779785156|-33.58308029174805|3.3105125427246094|20.736571788787842
openai-community/gpt2|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely.NEWLINENEWLINENEWLINE"You know, this is my apartment. It's my room. I|34| do|-36.90766525268555|-86.89254760742188|-49.98488235473633|-33.58308029174805|3.3245849609375|20.524470806121826
openai-community/gpt2|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely.NEWLINENEWLINENEWLINE"You know, this is my apartment. It's my room. I|35|ork|-36.90634536743164|-77.8449935913086|-40.93864822387695|-33.58308029174805|3.3232650756835938|20.95802330970764
openai-community/gpt2|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely.NEWLINENEWLINENEWLINE"You know, this is my apartment. It's my room. I|36|nob|-36.90635299682617|-77.25496673583984|-40.34861373901367|-33.58308029174805|3.323272705078125|20.650949478149414
openai-community/gpt2|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely.NEWLINENEWLINENEWLINE"You know, this is my apartment. It's my room. I|37|,|-36.90732192993164|-77.23558044433594|-40.3282585144043|-33.58308029174805|3.3242416381835938|20.68456244468689
openai-community/gpt2|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely.NEWLINENEWLINENEWLINE"You know, this is my apartment. It's my room. I|38| noticing|-37.052371978759766|-75.09976196289062|-38.04738998413086|-33.58308029174805|3.4692916870117188|20.926204681396484
openai-community/gpt2|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely.NEWLINENEWLINENEWLINE"You know, this is my apartment. It's my room. I|39| something|-36.93238067626953|-69.242431640625|-32.31005096435547|-33.58308029174805|3.3493003845214844|20.89033007621765
openai-community/gpt2|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely.NEWLINENEWLINENEWLINE"You know, this is my apartment. It's my room. I|40| odd|-36.90730285644531|-64.40533447265625|-27.498031616210938|-33.58308029174805|3.3242225646972656|20.777775287628174
openai-community/gpt2|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely.NEWLINENEWLINENEWLINE"You know, this is my apartment. It's my room. I|41| about|-36.96546173095703|-62.3109245300293|-25.345462799072266|-33.58308029174805|3.3823814392089844|20.70310378074646
openai-community/gpt2|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely.NEWLINENEWLINENEWLINE"You know, this is my apartment. It's my room. I|42| it|-36.91432571411133|-60.66653060913086|-23.75220489501953|-33.58308029174805|3.3312454223632812|20.80016827583313
openai-community/gpt2|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely.NEWLINENEWLINENEWLINE"You know, this is my apartment. It's my room. I|43|.|-36.906822204589844|-59.561126708984375|-22.654306411743164|-33.58308029174805|3.323741912841797|20.95733952522278
openai-community/gpt2|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely.NEWLINENEWLINENEWLINE"You know, this is my apartment. It's my room. I|44| He|-36.90815353393555|-59.26659393310547|-22.358440399169922|-33.58308029174805|3.3250732421875|20.934813261032104
openai-community/gpt2|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely.NEWLINENEWLINENEWLINE"You know, this is my apartment. It's my room. I|45| made|-36.905235290527344|-57.14942932128906|-20.24419403076172|-33.58308029174805|3.322154998779297|20.960238456726074
openai-community/gpt2|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely.NEWLINENEWLINENEWLINE"You know, this is my apartment. It's my room. I|46| a|-36.90786361694336|-51.63620376586914|-14.728340148925781|-33.58308029174805|3.3247833251953125|20.664620637893677
openai-community/gpt2|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely.NEWLINENEWLINENEWLINE"You know, this is my apartment. It's my room. I|47| note|-36.718963623046875|-50.30641555786133|-13.58745002746582|-33.58308029174805|3.135883331298828|20.603402376174927
openai-community/gpt2|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely.NEWLINENEWLINENEWLINE"You know, this is my apartment. It's my room. I|48| to|-36.906402587890625|-48.434356689453125|-11.527956008911133|-33.58308029174805|3.323322296142578|20.980651140213013
openai-community/gpt2|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely.NEWLINENEWLINENEWLINE"You know, this is my apartment. It's my room. I|49| check|-37.85243225097656|-47.534549713134766|-9.682117462158203|-33.58308029174805|4.269351959228516|20.67080283164978
openai-community/gpt2|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely.NEWLINENEWLINENEWLINE"You know, this is my apartment. It's my room. I|50| it|-37.843605041503906|-44.19355773925781|-6.349954605102539|-33.58308029174805|4.260524749755859|20.82677721977234
openai-community/gpt2|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely.NEWLINENEWLINENEWLINE"You know, this is my apartment. It's my room. I|51| more|-42.90507125854492|-42.90507507324219|-2.5033950805664062e-06|-33.58308029174805|9.321990966796875|21.008522987365723
