model_name|prompt|response|muid|mu_val|D|D_num|D_denom|A_num|LogA|time
Qwen/Qwen3-1.7B|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment. What is the most likely reason for her to feel a sense of accomplishment? A. She|13| packed|-11.000625610351562|-84.07102966308594|-73.07040405273438|-10.788655281066895|0.21197032928466797|278.4964966773987
Qwen/Qwen3-1.7B|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment. What is the most likely reason for her to feel a sense of accomplishment? A. She|14| her|-10.814659118652344|-80.81285858154297|-69.99819946289062|-10.788655281066895|0.02600383758544922|277.0978844165802
Qwen/Qwen3-1.7B|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment. What is the most likely reason for her to feel a sense of accomplishment? A. She|15| tent|-11.159233093261719|-74.906982421875|-63.74774932861328|-10.788655281066895|0.3705778121948242|279.3703405857086
Qwen/Qwen3-1.7B|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment. What is the most likely reason for her to feel a sense of accomplishment? A. She|16|,|-10.787395477294922|-74.53687286376953|-63.74947738647461|-10.788655281066895|-0.0012598037719726562|279.40250730514526
Qwen/Qwen3-1.7B|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment. What is the most likely reason for her to feel a sense of accomplishment? A. She|17| hiking|-11.069053649902344|-73.0119400024414|-61.94288635253906|-10.788655281066895|0.2803983688354492|277.89351630210876
Qwen/Qwen3-1.7B|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment. What is the most likely reason for her to feel a sense of accomplishment? A. She|18| boots|-10.747276306152344|-67.17383575439453|-56.42655944824219|-10.788655281066895|-0.04137897491455078|279.7199676036835
Qwen/Qwen3-1.7B|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment. What is the most likely reason for her to feel a sense of accomplishment? A. She|19|,|-10.786724090576172|-66.6620864868164|-55.875362396240234|-10.788655281066895|-0.0019311904907226562|279.3810119628906
Qwen/Qwen3-1.7B|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment. What is the most likely reason for her to feel a sense of accomplishment? A. She|20| a|-10.786460876464844|-66.62995147705078|-55.84349060058594|-10.788655281066895|-0.0021944046020507812|279.6681411266327
Qwen/Qwen3-1.7B|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment. What is the most likely reason for her to feel a sense of accomplishment? A. She|21| warm|-10.79458236694336|-63.40013122558594|-52.60554885864258|-10.788655281066895|0.005927085876464844|278.2321102619171
model_name|prompt|response|muid|mu_val|D|D_num|D_denom|A_num|LogA|time
Qwen/Qwen3-1.7B|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment. What is the most likely reason for her to feel a sense of accomplishment? A. She|22| jacket|-10.782962799072266|-59.34160614013672|-48.55864334106445|-10.788655281066895|-0.005692481994628906|127.26348400115967
Qwen/Qwen3-1.7B|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment. What is the most likely reason for her to feel a sense of accomplishment? A. She|23|,|-10.786643981933594|-59.16462326049805|-48.37797927856445|-10.788655281066895|-0.0020112991333007812|125.77222442626953
Qwen/Qwen3-1.7B|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment. What is the most likely reason for her to feel a sense of accomplishment? A. She|24| and|-10.786857604980469|-59.105262756347656|-48.31840515136719|-10.788655281066895|-0.0017976760864257812|123.11472058296204
Qwen/Qwen3-1.7B|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment. What is the most likely reason for her to feel a sense of accomplishment? A. She|25| food|-11.09310531616211|-58.240596771240234|-47.147491455078125|-10.788655281066895|0.30445003509521484|122.51555681228638
Qwen/Qwen3-1.7B|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment. What is the most likely reason for her to feel a sense of accomplishment? A. She|26| for|-10.787750244140625|-53.936458587646484|-43.14870834350586|-10.788655281066895|-0.0009050369262695312|122.71477770805359
Qwen/Qwen3-1.7B|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment. What is the most likely reason for her to feel a sense of accomplishment? A. She|27| the|-10.790069580078125|-51.7812614440918|-40.99119186401367|-10.788655281066895|0.0014142990112304688|121.80360150337219
Qwen/Qwen3-1.7B|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment. What is the most likely reason for her to feel a sense of accomplishment? A. She|28| journey|-10.857891082763672|-50.493255615234375|-39.6353645324707|-10.788655281066895|0.06923580169677734|121.6655158996582
Qwen/Qwen3-1.7B|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment. What is the most likely reason for her to feel a sense of accomplishment? A. She|29|.|-10.786983489990234|-49.39219284057617|-38.60520935058594|-10.788655281066895|-0.0016717910766601562|122.26817798614502
Qwen/Qwen3-1.7B|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment. What is the most likely reason for her to feel a sense of accomplishment? A. She|30| When|-10.840980529785156|-49.12997055053711|-38.28899002075195|-10.788655281066895|0.05232524871826172|122.05108785629272
Qwen/Qwen3-1.7B|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment. What is the most likely reason for her to feel a sense of accomplishment? A. She|31| she|-10.878265380859375|-45.541648864746094|-34.66338348388672|-10.788655281066895|0.08961009979248047|122.32414197921753
Qwen/Qwen3-1.7B|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment. What is the most likely reason for her to feel a sense of accomplishment? A. She|32| reached|-10.805496215820312|-45.65756607055664|-34.85206985473633|-10.788655281066895|0.01684093475341797|122.22485589981079
Qwen/Qwen3-1.7B|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment. What is the most likely reason for her to feel a sense of accomplishment? A. She|33| the|-10.786609649658203|-44.21356964111328|-33.42695999145508|-10.788655281066895|-0.0020456314086914062|122.03419995307922
Qwen/Qwen3-1.7B|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment. What is the most likely reason for her to feel a sense of accomplishment? A. She|34| mountain|-10.78799057006836|-44.20538330078125|-33.41739273071289|-10.788655281066895|-0.0006647109985351562|122.2896032333374
Qwen/Qwen3-1.7B|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment. What is the most likely reason for her to feel a sense of accomplishment? A. She|35| top|-10.833488464355469|-41.35397720336914|-30.520488739013672|-10.788655281066895|0.04483318328857422|121.71099066734314
Qwen/Qwen3-1.7B|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment. What is the most likely reason for her to feel a sense of accomplishment? A. She|36|,|-10.78672981262207|-40.80812454223633|-30.021394729614258|-10.788655281066895|-0.0019254684448242188|122.6471996307373
Qwen/Qwen3-1.7B|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment. What is the most likely reason for her to feel a sense of accomplishment? A. She|37| the|-10.786563873291016|-40.79634094238281|-30.009777069091797|-10.788655281066895|-0.0020914077758789062|122.10137867927551
Qwen/Qwen3-1.7B|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment. What is the most likely reason for her to feel a sense of accomplishment? A. She|38| view|-10.891290664672852|-37.15182113647461|-26.260530471801758|-10.788655281066895|0.10263538360595703|122.93455839157104
Qwen/Qwen3-1.7B|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment. What is the most likely reason for her to feel a sense of accomplishment? A. She|39| was|-10.786783218383789|-33.955230712890625|-23.168447494506836|-10.788655281066895|-0.0018720626831054688|122.95653176307678
Qwen/Qwen3-1.7B|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment. What is the most likely reason for her to feel a sense of accomplishment? A. She|40| breathtaking|-10.803672790527344|-33.219993591308594|-22.41632080078125|-10.788655281066895|0.015017509460449219|122.3469340801239
Qwen/Qwen3-1.7B|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment. What is the most likely reason for her to feel a sense of accomplishment? A. She|41|,|-10.789962768554688|-32.686622619628906|-21.89665985107422|-10.788655281066895|0.0013074874877929688|122.97373962402344
Qwen/Qwen3-1.7B|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment. What is the most likely reason for her to feel a sense of accomplishment? A. She|42| and|-10.831798553466797|-30.589250564575195|-19.7574520111084|-10.788655281066895|0.043143272399902344|122.54112505912781
Qwen/Qwen3-1.7B|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment. What is the most likely reason for her to feel a sense of accomplishment? A. She|43| Chang|-10.38645076751709|-14.068608283996582|-3.6821577548980713|-10.788655281066895|-0.4022045135498047|122.33145952224731
Qwen/Qwen3-1.7B|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment. What is the most likely reason for her to feel a sense of accomplishment? A. She|44| felt|-10.802626609802246|-14.314579010009766|-3.5119521617889404|-10.788655281066895|0.013971328735351562|123.00969433784485
Qwen/Qwen3-1.7B|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment. What is the most likely reason for her to feel a sense of accomplishment? A. She|45| a|-10.787492752075195|-12.929513931274414|-2.142021417617798|-10.788655281066895|-0.0011625289916992188|123.67101812362671
Qwen/Qwen3-1.7B|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment. What is the most likely reason for her to feel a sense of accomplishment? A. She|46| sense|-11.178973197937012|-11.587607383728027|-0.40863409638404846|-10.788655281066895|0.3903179168701172|122.38753914833069
Qwen/Qwen3-1.7B|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment. What is the most likely reason for her to feel a sense of accomplishment? A. She|47| of|-10.786778450012207|-10.786778450012207|1.9936123862862587e-08|-10.788655281066895|-0.0018768310546875|122.90885138511658
