model_name|prompt|response|muid|mu_val|D|D_num|D_denom|A_num|LogA|time
Qwen/Qwen2.5-1.5B-Instruct|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| improve. However, as he arrived, he saw that the beach was already crowded with other surfers|11| checked|-14.679779052734375|-96.39739990234375|-81.71762084960938|-14.662395477294922|0.017383575439453125|143.54764366149902
Qwen/Qwen2.5-1.5B-Instruct|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| improve. However, as he arrived, he saw that the beach was already crowded with other surfers|12| the|-14.669143676757812|-90.71678924560547|-76.04764556884766|-14.662395477294922|0.006748199462890625|142.9874849319458
Qwen/Qwen2.5-1.5B-Instruct|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| improve. However, as he arrived, he saw that the beach was already crowded with other surfers|13| weather|-14.673912048339844|-90.33702087402344|-75.6631088256836|-14.662395477294922|0.011516571044921875|143.82812786102295
Qwen/Qwen2.5-1.5B-Instruct|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| improve. However, as he arrived, he saw that the beach was already crowded with other surfers|14| forecast|-14.924507141113281|-89.03108978271484|-74.10658264160156|-14.662395477294922|0.2621116638183594|142.59813165664673
Qwen/Qwen2.5-1.5B-Instruct|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| improve. However, as he arrived, he saw that the beach was already crowded with other surfers|15| to|-14.665565490722656|-88.93003845214844|-74.26447296142578|-14.662395477294922|0.003170013427734375|144.14178442955017
Qwen/Qwen2.5-1.5B-Instruct|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| improve. However, as he arrived, he saw that the beach was already crowded with other surfers|16| see|-14.693107604980469|-85.48204803466797|-70.7889404296875|-14.662395477294922|0.030712127685546875|143.94312143325806
Qwen/Qwen2.5-1.5B-Instruct|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| improve. However, as he arrived, he saw that the beach was already crowded with other surfers|17| if|-15.073715209960938|-81.7815170288086|-66.70780181884766|-14.662395477294922|0.4113197326660156|143.8954029083252
Qwen/Qwen2.5-1.5B-Instruct|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| improve. However, as he arrived, he saw that the beach was already crowded with other surfers|18| it|-14.669441223144531|-83.87248229980469|-69.20304107666016|-14.662395477294922|0.007045745849609375|143.4682276248932
Qwen/Qwen2.5-1.5B-Instruct|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| improve. However, as he arrived, he saw that the beach was already crowded with other surfers|19| would|-14.711334228515625|-82.56096649169922|-67.8496322631836|-14.662395477294922|0.048938751220703125|143.21834135055542
Qwen/Qwen2.5-1.5B-Instruct|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| improve. However, as he arrived, he saw that the beach was already crowded with other surfers|20| be|-14.666114807128906|-82.26529693603516|-67.59918212890625|-14.662395477294922|0.003719329833984375|143.73504114151
Qwen/Qwen2.5-1.5B-Instruct|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| improve. However, as he arrived, he saw that the beach was already crowded with other surfers|21| windy|-15.404510498046875|-80.21112060546875|-64.80661010742188|-14.662395477294922|0.7421150207519531|143.6602122783661
Qwen/Qwen2.5-1.5B-Instruct|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| improve. However, as he arrived, he saw that the beach was already crowded with other surfers|22|,|-15.33758544921875|-75.69110870361328|-60.35352325439453|-14.662395477294922|0.6751899719238281|142.9485092163086
Qwen/Qwen2.5-1.5B-Instruct|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| improve. However, as he arrived, he saw that the beach was already crowded with other surfers|23| since|-15.408756256103516|-68.10224914550781|-52.6934928894043|-14.662395477294922|0.7463607788085938|143.2975115776062
Qwen/Qwen2.5-1.5B-Instruct|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| improve. However, as he arrived, he saw that the beach was already crowded with other surfers|24| the|-14.92397689819336|-71.03971099853516|-56.1157341003418|-14.662395477294922|0.2615814208984375|142.83574604988098
Qwen/Qwen2.5-1.5B-Instruct|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| improve. However, as he arrived, he saw that the beach was already crowded with other surfers|25| previous|-15.24420166015625|-68.18272399902344|-52.93852233886719|-14.662395477294922|0.5818061828613281|143.07853865623474
Qwen/Qwen2.5-1.5B-Instruct|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| improve. However, as he arrived, he saw that the beach was already crowded with other surfers|26| days|-15.102718353271484|-55.29132080078125|-40.188602447509766|-14.662395477294922|0.4403228759765625|143.1301233768463
Qwen/Qwen2.5-1.5B-Instruct|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| improve. However, as he arrived, he saw that the beach was already crowded with other surfers|27| the|-14.703414916992188|-53.16217803955078|-38.458763122558594|-14.662395477294922|0.041019439697265625|143.51523637771606
Qwen/Qwen2.5-1.5B-Instruct|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| improve. However, as he arrived, he saw that the beach was already crowded with other surfers|28| weather|-14.774044036865234|-48.887454986572266|-34.11341094970703|-14.662395477294922|0.1116485595703125|143.07045030593872
Qwen/Qwen2.5-1.5B-Instruct|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| improve. However, as he arrived, he saw that the beach was already crowded with other surfers|29| had|-14.644222259521484|-48.08108139038086|-33.436859130859375|-14.662395477294922|-0.0181732177734375|142.94210600852966
Qwen/Qwen2.5-1.5B-Instruct|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| improve. However, as he arrived, he saw that the beach was already crowded with other surfers|30| been|-14.66714096069336|-47.47111129760742|-32.80397033691406|-14.662395477294922|0.0047454833984375|144.154461145401
Qwen/Qwen2.5-1.5B-Instruct|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| improve. However, as he arrived, he saw that the beach was already crowded with other surfers|31| calm|-15.09760856628418|-46.362037658691406|-31.264429092407227|-14.662395477294922|0.4352130889892578|143.22516536712646
Qwen/Qwen2.5-1.5B-Instruct|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| improve. However, as he arrived, he saw that the beach was already crowded with other surfers|32|.|-14.66659164428711|-45.12208557128906|-30.455493927001953|-14.662395477294922|0.0041961669921875|143.26881861686707
Qwen/Qwen2.5-1.5B-Instruct|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| improve. However, as he arrived, he saw that the beach was already crowded with other surfers|33| He|-14.673364639282227|-44.640846252441406|-29.96748161315918|-14.662395477294922|0.010969161987304688|144.6194703578949
Qwen/Qwen2.5-1.5B-Instruct|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| improve. However, as he arrived, he saw that the beach was already crowded with other surfers|34| quickly|-15.948165893554688|-42.315677642822266|-26.367511749267578|-14.662395477294922|1.2857704162597656|144.16544365882874
Qwen/Qwen2.5-1.5B-Instruct|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| improve. However, as he arrived, he saw that the beach was already crowded with other surfers|35| grabbed|-14.438617706298828|-33.176719665527344|-18.738101959228516|-14.662395477294922|-0.22377777099609375|144.7575762271881
Qwen/Qwen2.5-1.5B-Instruct|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| improve. However, as he arrived, he saw that the beach was already crowded with other surfers|36| his|-14.76409912109375|-32.42774200439453|-17.66364288330078|-14.662395477294922|0.10170364379882812|143.81115865707397
Qwen/Qwen2.5-1.5B-Instruct|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| improve. However, as he arrived, he saw that the beach was already crowded with other surfers|37| equipment|-15.049126625061035|-28.02143096923828|-12.972304344177246|-14.662395477294922|0.3867311477661133|143.42032098770142
Qwen/Qwen2.5-1.5B-Instruct|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| improve. However, as he arrived, he saw that the beach was already crowded with other surfers|38| and|-14.666353225708008|-27.172435760498047|-12.506082534790039|-14.662395477294922|0.0039577484130859375|142.7975378036499
Qwen/Qwen2.5-1.5B-Instruct|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| improve. However, as he arrived, he saw that the beach was already crowded with other surfers|39| headed|-14.761951446533203|-26.776931762695312|-12.01498031616211|-14.662395477294922|0.09955596923828125|143.48009610176086
Qwen/Qwen2.5-1.5B-Instruct|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| improve. However, as he arrived, he saw that the beach was already crowded with other surfers|40| to|-14.688183784484863|-26.160579681396484|-11.472395896911621|-14.662395477294922|0.025788307189941406|143.97322630882263
Qwen/Qwen2.5-1.5B-Instruct|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| improve. However, as he arrived, he saw that the beach was already crowded with other surfers|41| the|-14.6654052734375|-25.67912483215332|-11.01371955871582|-14.662395477294922|0.003009796142578125|143.1927306652069
Qwen/Qwen2.5-1.5B-Instruct|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| improve. However, as he arrived, he saw that the beach was already crowded with other surfers|42| beach|-14.716562271118164|-25.669553756713867|-10.952991485595703|-14.662395477294922|0.05416679382324219|144.1198627948761
Qwen/Qwen2.5-1.5B-Instruct|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| improve. However, as he arrived, he saw that the beach was already crowded with other surfers|43|,|-14.67203426361084|-25.59798812866211|-10.92595386505127|-14.662395477294922|0.009638786315917969|144.37680530548096
Qwen/Qwen2.5-1.5B-Instruct|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| improve. However, as he arrived, he saw that the beach was already crowded with other surfers|44| hoping|-14.925092697143555|-22.782072067260742|-7.856979846954346|-14.662395477294922|0.2626972198486328|143.69192385673523
Qwen/Qwen2.5-1.5B-Instruct|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| improve. However, as he arrived, he saw that the beach was already crowded with other surfers|45| the|-14.676273345947266|-19.64360237121582|-4.967329025268555|-14.662395477294922|0.01387786865234375|143.74577856063843
Qwen/Qwen2.5-1.5B-Instruct|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| improve. However, as he arrived, he saw that the beach was already crowded with other surfers|46| weather|-15.930398941040039|-16.410051345825195|-0.47965288162231445|-14.662395477294922|1.2680034637451172|143.38801074028015
Qwen/Qwen2.5-1.5B-Instruct|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| improve. However, as he arrived, he saw that the beach was already crowded with other surfers|47| would|-14.81845474243164|-14.818471908569336|-1.761317253112793e-05|-14.662395477294922|0.15605926513671875|144.10035109519958
